Tweet,Sentiment
చివరికి వీడియోలో ఆర్‌సి అన్న నుండి వచ్చిన వ్యక్తీకరణ చాలా ఫన్నీగా ఉంది,1.0
అద్భుతమైన మరియు అందమైన,1.0
అన్న యాక్టింగ్ తో తానా సత్తా ఏంటో ఈ సినిమాతో తెలుస్తుంది జై రామ్ చరణ్ అన్నయ్యా నీ నవ్వు చూస్తుంటే నాకి ఎందుకో ఇంత హ్యాపీగా ఉంది లవ్ యు ఆర్ సి అన్నయ్యా,1.0
చాలా ఎంజాయ్ చేసాం సార్,1.0
❤️,1.0
మేము చాలా ఎంజాయ్ చేస్తున్నాం సార్🤣🤣,1.0
లిటిల్ బాస్ మెగా పవర్ స్టార్ చరణ్ అన్న బాక్సాఫీస్ కింగ్,1.0
చరణ్ అన్న లుక్స్ కోసం లూప్ లో చూస్తున్నా ఈ వీడియో,1.0
లవ్ యూ లవ్ యూ,1.0
మిమ్మల్ని కలవడం అదృష్టం సార్ తెలుగు చిత్ర పరిశ్రమలో ❤️🥀✨,1.0
మేము చాలా ఎంజాయ్ చేసాము సార్🤣 జై ఎన్టీఆర్ ❤️,1.0
తారక్ పిచ్చా కామెడీ చేస్తారు,1.0
భారతీయ సినిమాకు దేవుడు ఇచ్చిన వరం మేము నిన్ను ప్రేమిస్తున్నాము సార్,1.0
పూర్తిగా అలరించారు,1.0
జై రామ్ చరణ్,1.0
అద్భుతమైన వినోదం నచ్చింది,1.0
చాలా ఫన్నీ,1.0
జై ఆర్‌సి,1.0
ఇది అద్భుతంగా ఉంది,1.0
మ్యాన్ ఆఫ్ మాస్ ఎన్టీఆర్ ❤️❤️❤️,1.0
జై ఎన్టీఆర్,1.0
జై చరణ్,1.0
రామ్ చరణ్ నెక్స్ట్ లెవల్ ఎక్స్‌ప్రెషన్స్,1.0
ఇప్పటి వరకు అత్యుత్తమ కామెడీ ఉంది ❤️,1.0
ఎన్టీఆర్ అన్న లవ్ యూ సోఊఊ మచ్చ,1.0
నవ్వుతున్న అల్లరి,1.0
ఇద్దరు హీరోలు బెస్ట్ బ్రదర్స్❤❤❤🤣🤣🤣సూపర్ ఉంది,1.0
వేరే స్థాయి అయ్యా మీరు వేరే స్థాయి అంటే,1.0
సూపర్ ఫన్ అబ్బా,1.0
అద్భుతమైన ❤️,1.0
ఎన్టీఆర్ డార్లింగ్ రాకింగ్ 🥰,1.0
తదుపరి స్థాయి<>🤣🤣,1.0
వేచి ఉంది ❤⭐⭐⭐⭐,1.0
చాలా ఎంజాయ్ చేసాం సార్,1.0
,1.0
మన ఇండస్ట్రీలో ఎన్టీఆర్ రామ్ చరణ్ ప్రభాస్ వీళ్ళతో ఇంకొక సినిమా తీయాలి రాజమౌళి సార్,1.0
❤️జై మెగా ఫ్యామిలీ ❤️ జై రామ్ చరణ్ ❤️,1.0
జై రామ్ చరణ్,1.0
జై ఎన్టీఆర్❤,1.0
జై ఎన్టీఆర్,1.0
చాలా సరదాగా ఉంది 🤪 మరియు చాలా వినోదభరితంగా అన్ని ఉత్తమ టీమ్,1.0
ఫుల్ ఫన్,1.0
ఎట్టకేలకు మా పోటి మేకర్ల కష్టాన్ని గుర్తించినందుకు ధన్యవాదాలు <><>ఒక మెమె మేకర్,1.0
రాజమౌళి గారు అంత జాగ్రత్తగా క్షుణ్ణంగా ఒక్కటి కూడా పది సార్లు చూసి తనకు నచ్చిన విధంగా డైరెక్షన్ చేస్తారు కాబట్టీ ఆ సినిమాలు అంత పెద్ద సక్సెస్ అవుతున్నాయితారక్ అన్న చరణ్అన్న ప్రభాస్ అన్న ఈరోజు ఇంత స్థాయిలో ఉండటానికి కారణం రాజమౌళి సర్ కావున మీ ముగ్గురు రాజమౌళి గారికి జీవితాంతం ఋణపడి ఉండాలి ఈ సినిమా పెద్ద సక్సెస్ కావాలని మీ కష్టానికి ఫలితం దక్కాలని దేవుణ్ణి కోరుకుంటున్నాను,1.0
జై ఎన్టీఆర్,1.0
ఇది చూస్తుంటే నా పెదవులు చిరునవ్వుతో అతుక్కుపోయాయి,1.0
అద్భుతమైన ప్రదర్శన మంచి మొత్తాలను ముఖ్యంగా వ మెమెసర్‌లు,1.0
ఆల్ ది బెస్ట్ అన్నా ❤️<>అధునాతన పుట్టినరోజు శుభాకాంక్షలు అన్నా ❤️,1.0
ఇంటర్వ్యూ లు చూసినపుడు ఇలానే ఫ్యాన్స్ కూడా చరణ్ ఎన్టీఆర్ లా కలిసి వుండాలే అనుకుంటా బయటికి డిస్కషన్ వస్తానే రెచ్చిపోతున్నా మళ్లీ ఇంటికి వస్తానే ఇంటర్వ్యూ లు చూసి ప్రశాంతంగా ఉన్నా అందుకే ఫ్యాన్స్ అందరూ,1.0
అన్నాఆ మీరు మాట్లాడుతుంటే నవ్వలేక చస్తున్నాం అన్నా,1.0
అద్భుతమైన ఎంటర్‌వ్యూ పూర్తి ఫన్నీ,1.0
అద్భుతమైన సరదా సృష్టించిన ఇంటర్వ్యూ,1.0
🦁జై ఎన్టీఆర్ జై 🦁,1.0
మంచి ఆనందం,1.0
వావ్,1.0
మేము చాలా ఆనందించాము సార్,1.0
నిజంగా రియలిస్టిక్ హిలేరియస్,1.0
నా అన్న మన్యం దొర అల్లూరి సీతారామ రాజు,1.0
ఎన్టీఆర్ అన్న చాలా హ్యాపీగా వున్నారు సినిమా బ్లాక్ బస్టర్ అయిది కాన్ఫిడెన్స్ థాన ఫేస్ లో కనిపించింది ఎన్టీఆర్ అన్న ఇంత హ్యాపీగా వుండడం ఏ సినిమా ఇంటర్వ్యూలలో చూడాలా జై ఎన్టీఆర్❤,1.0
ట్రాక్ బ్రో ఎప్పుడూ ని నిందించకండి ఆయన గొప్ప దర్శకుడు,1.0
బాగా ఎంజాయ్ చేశాం,1.0
జై రాంచరణ్ ❤️❤️❤️,1.0
జై ఎన్టీఆర్ 🦁❤️❤️❤️,1.0
ఆహా ఎంత నవ్వు కున్నానో,1.0
జై చరణ్ అన్న<>జై తారక్ అన్న ❣️❣️❣️,1.0
సార్ నాకు సినిమాలు అన్నీ ఒక అత్తు ఇత్యే <>మహేష్ కి ఎవ్వవల్సిన సినిమా ఒక అత్తు ఉండాలి,1.0
ఎన్టీఆర్,1.0
కార్తికేయ ఎన్టీఆర్ తో అదుర్స్ సినిమా ప్లాన్ చేయాలి<>,1.0
ఎన్టీఆర్ రాజమౌళి గారితో ఉన్న సన్నిహిత్యం ఓ ఏంటో ఇంటర్వ్యూలలో చాలా చాలా యాక్టివ్ గా హాస్యభరితంగా ఉంటున్నారు చాలా శక్తితో నిండి ఉంది డైనమైట్ అతను;,1.0
జై ఎన్టీఆర్ జై చార్న్,1.0
జై తారక్ అన్న ❤️,1.0
సూపర్ సూపరో,1.0
ఎన్టీఆర్ సార్ టైమింగ్ సూపర్ర్,1.0
జై రామ్చరణ్,1.0
మేము చాలా ఎంజాయ్ చేసాము,1.0
భారతీయ సినిమాకు గర్వకారణం <> రాజమౌళి సార్ మరియు అతను <>పర్ఫెక్షన్‌కి ఉదాహరణ,1.0
చాల ఆనందం,1.0
మిమ్మల్ని చుస్తుంటే ఆ కిక్ వేరబ్బా <>దేవుడు చల్లగా చూడనీ,1.0
ఎన్టీఆర్,1.0
జై ఎన్టీఆర్ ఎన్టీఆర్ ఎన్టీఆర్ ఎన్టీఆర్ ఎన్టీఆర్ ఎన్టీఆర్,1.0
చాలా చాలా ఫన్నీ 🤣,1.0
మేము చాలా ఎంజాయ్ చేసాము సార్,1.0
మరీ టూ మచ్ పబ్లిసిటీ ప్రపంచంలో ఇలాంటి సినిమా ఇంకా ఎవరు తీయరు అని ఓవర్ బిల్డప్ ఇవ్వడమేంటో,1.0
రామ్ చరణ్ చాలా కూల్,1.0
తర్వాత నాకు ధన్యవాదాలు,1.0
ఎన్టీఆర్❤,1.0
ఎమ్ ఎనర్జీ తారక్ అన్నా వా,1.0
ఎన్టీఆర్ నవ్వించేవాడు వినయంగా ఉంది వాళ్ళ స్నేహం కి దిష్టి తగలకూడదు,1.0
ఈ సినిమా ఆల్ ది బెస్ట్ రికార్డ్ చేస్తుంది జై ఎన్టీఆర్,1.0
జై ఎన్టీఆర్ జై సూపర్ ఇండియన్ మూవీ,1.0
చాలా ఆనందించాను 🤣🤣,1.0
ఎన్టీఆర్ అన్న వన్ మ్యాన్ షో,1.0
ఎన్టీఆర్ అన్న టైమింగ్ చాలా అద్భుతంగా ఉందని నేను చెప్తున్నాను,1.0
నేనొక్కడినే అనుకుంటున్నానా ఆమె త్రిషలా ఉంది,1.0
జై ఆర్‌సి,1.0
జై ఎన్టీఆర్ అన్న,1.0
జై ఎన్టీఆర్,1.0
జై అకండ,1.0
జై ఎన్టీఆర్,1.0
చరణ్,1.0
ఎన్టీఆర్,1.0
జై ఎన్టీఆర్ అన్న,1.0
ఫస్ట్ టైమ్ ఇంటర్వ్యూ ఇంకా ఉంటే సూపర్బ్ గా విందేది అని అనిపించింది,1.0
జై ఎన్టీఆర్,1.0
రామ్ చరణ్ సార్ సైలెంట్ కిల్లర్ సూపర్,1.0
జై,1.0
హిలోరియస్ అబ్బాయిలు🤣🤣,1.0
ఇండియా గర్వించ దగ్గ సినిమా అవుతుంది,1.0
ఎన్టీఆర్ కి రామ్ కి పోలిక రామ్ వేస్ట్ ఎన్టీఆర్ ఇండస్ట్రీ యాక్టర్,1.0
ఈ రోజు ప్రతి మేమర్ కాలర్ ఎగరేసుకునే రోజు🤙,1.0
జై ఎన్టీఆర్ నేను ఫ్యాన్ ఎన్టీఆర్ నా కాన్ స్టార్,1.0
సూపర్ కామెడీ,1.0
జైఇఇఇఇఇఇ ఎన్టీఆర్ జైఇఇఇఇఇఇ ఎన్టీఆర్ జైఇఇఇఇఇఇ,1.0
చరణ్ డీసెంట్ యాక్టర్అతను చాలా కూల్ గా ఉన్నాడుఓవరాక్షన్ చేయడం లేదు,1.0
ఎన్టీఆర్ ఎక్స్‌ప్రెషన్ నాకు ఆ కోక్ కొలనే కావాలి తారక్ కామెడీ సెన్స్ మాత్రమే,1.0
జై ఎన్టీఆర్ జై రామ్ చరణ్ జై ఆర్ఆర్ఆర్,1.0
సూపర్ అండీ,1.0
సినిమా టిక్కెట్ల రేట్లు పెంచి ఏంట్రా మీ ప్రమోషన్లు కొడుకులుఅందుకే పైరసీ లు చేస్తారు,1.0
జై ఎన్టీఆర్ ❤️ ❤️ ❤️ <>జై చరణ్ ❤️❤️❤️,1.0
జై ఎన్టీఆర్ అన్న,1.0
జై ఎన్టీఆర్ అన్న,1.0
ఒక గంట అయినా ఉండి ఉంటే బాగుణ్ణు బ్రో,1.0
అవసరం లేదులే జై ఎన్టీఆర్,1.0
అడ్వాన్స్ హ్యాపీ బర్త్ డే అన్నా,1.0
అగ్ని ♨ వంటి,1.0
పూర్తి వినోదం,1.0
తారక్ గారూ ఫుల్ ఎంటర్టైన్మెంట్,1.0
ప్రీ రిలీజ్ ఈవెంట్‌లో గుర్రపు స్వారీ మరియు బైక్ ఎక్కడ వుందీ,1.0
వెబ్‌సైట్ ఏంటి చెపారా నాకు చొక్కాలు కావాలి,1.0
చరణ్ అన్న,1.0
ధన్యవాదాలు అండీ మేము చాలా ఆనందించాము,1.0
ఛీ చీరకు దొబ్బుతుంది సుమ ని చూసి చూసి,1.0
ఎన్టీఆర్ ❤️ ☀️,1.0
బృందం నుండి ఉత్తమ సినిమా,1.0
పిచ్చా నవ్వుకున్నారా బాబు,1.0
ఇద్దరు హీరోలకు మరియు టీమ్ మొత్తానికి శుభాకాంక్షలు,1.0
జై ఎన్టీఆర్,1.0
అద్భుతమైన ఇంటర్వ్యూ,1.0
జై రామ్చరణ్ 🤝🤝❤️,1.0
ఎన్టీఆర్ మాట్లాడుతూనేను చెబుతున్నా,1.0
సెల్యులాయిడ్ పాండా ❤️,1.0
సూపర్ ❤️❤️❤️,1.0
జై ఎన్టీఆర్ అన్న,1.0
జై ఎన్టీఆర్,1.0
జై ఎన్టీఆర్ 🦁🦁🦁,1.0
సూపర్ అన్న ఎన్టీఆర్ సూపర్ చరణ్ సార్,1.0
జై చరణ్ అన్న,1.0
జై అల్లూరి సీతారామ రాజు,1.0
రామ్‌చరణ్ లవ్ యూ అన్నా,1.0
జై ఎన్టీఆర్,1.0
జై,1.0
ఎన్టీఆర్,1.0
రామ్ చరణ్ ♥️,1.0
హిలేరియస్ ఆల్ ది బెస్ట్,1.0
ఎంత ఫన్నీ 🤣🤣🤣❤️❤️❤️,1.0
జై ఆర్‌సి,1.0
జై రామ్ చరణ్,1.0
జై రామ్ చరణ్,1.0
మేము చాలా ఎంజాయ్ చేసాము సార్,1.0
పర్ఫెక్షన్ కి డెఫినిషన్ రాజమౌళి గారు,1.0
జై జై ఎన్టీఆర్ ✊,1.0
అన్నయ్య లవ్ యూ,1.0
ఎన్టీఆర్ అన్న ఇంత కామెడీ గా ఉంటావా నువ్వు వావ్,1.0
జై ఎన్టీఆర్ ✊,1.0
జై రాంచరణ్ తేజ్✊️✊️,1.0
❤️ చరణ్ బ్రదర్,1.0
జై ఎన్టీఆర్,1.0
ఎన్టీఆర్ ఎక్కడ ఉన్నా సందడే,1.0
ఉల్లాసంగా,1.0
చాలా ఎంజాయ్ చేస్తున్నాం సార్,1.0
నవ్వి నవ్వి పోతే ఎవడు బాధ్యత 🤣🤣🤣,1.0
జై రామ్ చరణ్ అన్న ❤️,1.0
జై ఎన్టీఆర్,1.0
నవ్వడానికి మెమర్స్ జై ;,1.0
నేను ఫుల్ ఎంజాయ్ చేసాను,1.0
అబ్బో మాములు గా లేదు బయ్యా,1.0
చాలా ఎంజాయ్ చేసాము సార్,1.0
సరదాగా లోడ్ చేయబడింది🤣,1.0
మేము చాలా ఆనందించాము సార్,1.0
జై 🦁,1.0
జై,1.0
దీన్ని చూడటం చాలా నచ్చింది❤️,1.0
వసంత,1.0
జై ఎన్టీఆర్ సూపర్,1.0
జై జగన్,1.0
చాలా స్థాయి ఫన్నీ🤣🤣🤣🤣,1.0
తదుపరి స్థాయి నటనపై జూనియర్ ఎన్టీఆర్,1.0
అద్భుతం 🥳🤩,1.0
మీరు నిజంగా చాలా ఉచితం 🤣🤣🤣🤣🤣,1.0
ఎన్టీఆర్ టైమింగ్ సెన్స్ ఆఫ్ హ్యూమర్,1.0
✊✊సుధీర్ అన్న,1.0
మేము కోసం ఎదురు చూస్తున్నాము,1.0
వన్ ఆఫ్ ది బెస్ట్ ఇంటర్వ్యూ ఒక ఇంటర్వ్యూ లో ఇంత నవ్వాలే,1.0
అందరూ వాగ్ ఎన్టీఆర్ కింగ్ 🤴,1.0
,1.0
నీ తొందర పుల్కాగ్యాప్ ఇవ్వురా,1.0
,1.0
కోట్లు,1.0
జిఐ ఆర్‌సి,1.0
అడ్వాన్స్ హ్యాపీ బర్త్ డే చరణ్ అన్నయ్య ❤❤❤ ❤❤,1.0
కీరవాణి మేమె ఊర మాస్ 🤙🤣🤣,1.0
మాత్రమే,1.0
తెలుగు సినిమా పరశ్రమ ను ప్రపంచ స్థాయి కీ తీసుకెళ్ళిన ఘనత మన ఎస్ రాజమౌళి గారిది యంగ్ డైనమిక్ డైరెక్టర్ ఎస్ ఎస్ రాజమౌళి ఇద్దరూ హీరోల అభిమానులను ఒకటి చేసారు హ్యాడ్ సోఫ్ టూ యూ రాజా గారు,1.0
ఇటీవలి కాలంలో ఇదే హైలైట్ కామెడీ ఇంటర్వ్యూ,1.0
నేను చాలా ఎంజాయ్ చేసాను సార్,1.0
సుమ గారి ఇంటర్వ్యూలు ఎల్లప్పుడూ ఉత్తమమైనవి కోసం వేచి ఉండలేము,1.0
లో ది బెస్ట్ లాఫింగ్ ఇంటర్వ్యూ,1.0
దయ చేసి కొత్త యాంకర్ నీ పెట్టవచ్చు కదా ప్లీజ్ ఎందుకంటే కొత్త వారికి ఛాన్స్ ఇచ్చిన వారు అవుతారు,1.0
❤️❤️❤️ ❤️❤️❤️ ❤️❤️❤️ ❤️❤️❤️ ❤️❤️❤️ ❤️❤️❤️ ❤️❤️,1.0
జై ఎన్టీఆర్ ❤️,1.0
తెలుగు సినిమా స్టామినా చూపించాలి ఎన్టీఆర్ ; అభిమానులు,1.0
ఎంత సరదా రైడ్,1.0
జై ఎన్టీఆర్,1.0
ఈ సినిమా తో నేను చాలా ఆనందించాను,1.0
హెలిరియస్ :),1.0
సూపర్ ఫన్,1.0
ఉత్తమం❤,1.0
ఎంతో సంతోషంగా ఉంది నాకు,1.0
గొప్ప బాలీవుడ్ చిత్రం<> రాబోతోంది చాలా ఉత్సాహంగా ఉంది,1.0
వినోదం స్థాయి,1.0
సుమ గారితో మేము ఇంటర్వ్యూ చూసినప్పుడల్లా మేము సంతృప్తి చెందుతాము దశాబ్దాల తరబడి మీరు చేసిన కృషి కారణంగా మీరు ఏ హీరోతోనైనా స్వేచ్ఛగా మాట్లాడవచ్చు వారిలోని వాస్తవికతను వెలికితీయవచ్చు ; తద్వారా మాకు సాధారణ బోరింగ్ ప్రశ్నల కంటే ఆర్గానిక్ కంటెంట్‌ను అందిస్తుంది,1.0
జై ఎన్టీఆర్ అన్న,1.0
జై ఎన్టీఆర్ ❤️❤️❤️❤️❤️,1.0
చరణ్ అన్న❤️❤️❤️❤️,1.0
సూపర్ ఫన్,1.0
రాజమౌళి సార్ ఖచ్చితంగా లాగానే హాలీవుడ్ స్టైల్ సినిమా తీస్తారు,1.0
అదుర్స్ మీమ్ వీడియో వదిలేసారే,1.0
కన్నుల పండుగ;,1.0
మేము చాలా ఎంజాయ్ చేసాము 🤣,1.0
జై ఎన్టీఆర్ ❣️,1.0
జై రామ్ చరణ్ జై ఎన్టీఆర్ జై కర్ణాటక రామచరణ్ ఫ్యాన్స్,1.0
నేను చాలా ఆనందించాను సార్ జై మెమర్స్✊,1.0
జై తారక్ <>జై చరణ్ <>జై,1.0
జై చరణ్అన్నయా,1.0
జీ ఎన్టీఆర్,1.0
ఎన్టీఆర్ అన్న ️️,1.0
జై ఎన్టీఆర్,1.0
డి బుక్ అయ్యోయ్జస్ట్ వెయిటింగ్ అంతే,1.0
మేము చాలా ఎంజాయ్ చేసాము సార్,1.0
జై జై మెగాస్టార్ స్టార్ 🦁🦁 జై పవర్ స్టార్ జై మెగా పవర్ స్టార్ రామ్ చరణ్ ❤ జై కర్ణాటక ఫ్యాన్స్,1.0
సభ్యులు,1.0
రామ్ చరణ్ ఇంట్రోవర్ట్స్ బ్రాండ్ అంబాసిడర్ లాంటి వాడు,1.0
జై ఎన్టీఆర్,1.0
అన్నాఆఆ 🤣🤣,1.0
యాంకర్ సుమ మలయాళం అయితే తెలుగులో చాలా అద్భుతంగా మాట్లాడింది నుండి: కర్ణాటక,1.0
మేము ఇంటర్వ్యూ కోసం ఉపశీర్షికను పొందవచ్చా,1.0
జూ గాడి అభిమానులు వేసుకోండి,1.0
అత్యుత్తమ ఆర్ఆర్ఆర్ ప్రమోషనల్ ఇంటర్వ్యూ,1.0
ప్రేమ సుమ ❤️❤️❤️,1.0
రిలీజ్ డేట్స్ కి మాకు నమ్మకం లేదు దొర మీమ్ మిస్ అయింది,1.0
జై మేమర్స్ ✊,1.0
ఎన్టీఆర్ లో మస్తు ఛాయలు ఉన్నాయి అబ్బా,1.0
చాలా ఆనందించారు,1.0
అయ్యా ఎన్టీఆర్ గారు మీరు ;పెంట;అనే మాటను ఇంకా ఎక్కడ వాడవద్దుచాల చందంగా ఉందిమొత్తం ఈ ప్రోగ్రాం అంతా ఒక్క ఆ మాట దిష్టిలాగా ఉందిలెజెండ్ డైరెక్టర్ ముందు ఆ మాట చాల ఇష్టంగా ఉంది మీకు ఎంత చనువు ఉన్నా శబమర్యాద ముక్యంఈ విషయం లో బాగుంది,1.0
ఎన్టీఆర్,1.0
అద్భుతమైన ఎంటర్‌టైన్‌మెంట్ మీమ్స్ గొప్ప రాజమౌళిని ఎవరూ రీప్లేస్ చేయలేరుమరియు సుమ టైమింగ్,1.0
తమాషా,1.0
అన్ని చిత్ర పరిశ్రమలకు జక్కన్న ఒక్కడే దర్శకుడు ❤️,1.0
రాజమౌళి భారతీయ సినిమాకు గర్వకారణం,1.0
ఉల్లాసమైన వినోదం 🤣 మునుపెన్నడూ లేనిది అనంతపురం నుండి ప్రేమ,1.0
రామ్ చరణ్ ⚡,1.0
మాకు మరో ఎపిసోడ్ కావాలి <>పార్ట్,1.0
తారక్ అన్న వన్ మ్యాన్ షో,1.0
సుమ మరియు తారక్ అన్న టైమింగ్ సూపర్ ❤️❤️,1.0
అసలు సూపర్ సెట్ అయిన మీమ్స్❣️🤣🤣🤣,1.0
సుమక్క ముకు ఓవర్ యాక్షన్ చేస్తున్నామేమో అనిపించడం లేదు అక్కడ ముగ్గురూ లెజెండ్స్ ఉన్నారు కాబట్టి ఓవర్ యాక్టింగ్ తగ్గించు,1.0
నేను తమిళ అభిమానిని నాకు తెలుగు రాదు కానీ నాకు ఈ వీడియో కి చాలా ఇష్టం,1.0
చాలా ఎంజాయ్ చేసాం సార్ 🤣,1.0
ఇంత యాక్టివా గా ఎలా ఉన్నా బాబు తారక్ గారు,1.0
చాలా ఎంజాయ్ చేశాం అండి,1.0
చెన్నై ప్రపంచ ఉత్తమ దర్శకుడు రాజమౌళి నేను మీ అభిమానిని,1.0
జై ఎన్టీఆర్,1.0
అలియా బట్ట కన్న మాంచి హీరోయిన్లు టాలీవుడ్ లు ఉన్నారు ప్రధానంగా తను బలే సినిమా లో,1.0
ఎన్ని ఇంటర్వ్యూ లు వచ్చిన సుమ గారు ఇంటర్వ్యూ వేరే లెవెల్,1.0
పక్కనోళ్లను అడిగింది కూడా నువ్వే సమాధానం ఇస్తున్నావ్ ఏం సంస్కారం రా నీది ఎన్టీఆర్ యెదవాఇంటర్వ్యూ మొత్తమ్లా వల్లిదరు ఏమన్న మాట్లాడిండ్లా,1.0
తప్పక చూడాలి,1.0
సూపర్ ఫన్,1.0
రాజమౌళి గారు మ సుధీర్ అన్నయ తుః వక సినిమా చేయండి ప్లీజ్ సార్,1.0
ఎన్టీఆర్ గాడు పెద్ద బఫూన్ అని ఇప్పుడు అర్ధమైందిగ్యాప్ ఇచ్చి మాట్లాడులేకుంటే సినిమాలు మానేయ్సావ దొబ్బకు,1.0
నేను చాలా ఆనందించాను సార్ ఇంకా నువ్వు వెళ్లి రెస్ట్ తీసుకుంటాను సార్,1.0
జై రామ్ చరణ్,1.0
రామ్‌చరణ్ మీమ్ మిస్ చేసాడు అలియాతో ఆర్‌సి సిగ్గుపడుతున్నట్లు చిరంజీవి వాయిస్,
జై ఎన్టీఆర్,
జై ఆర్ఆర్ఆర్ ❤️❤️❤️ జై ఎన్టీఆర్ ❤️❤️,
రామ్ చరణ్ ❤️,
మాకు కావాల్సిన ఇంటర్వ్యూ ఇది,
ఉల్లాసంగా,
రామ్‌చరణ్ చాలా కూల్<>చాలా బాగుంది,
అన్ని ప్రమోషన్ వీడియోలలో చాలా ఉల్లాసంగా ఉంది🤣,
జై చరణ్,
,
మెగాఫ్యాన్స్ నుండి ఆల్ ది బెస్ట్ ఎన్టీఆర్ ఫ్యాన్స్,
జై ఎన్టీఆర్,
జై చరణ్,
జై చరణ్ జై జై చరణ్ ❤️❤️☺️☺️,
చాలా ఎంజాయ్ చేశాం సార్,
జై మెగా పవర్ స్టార్,
❤️❤️❤️,1.0
తారక్ అన్న చరణ్ అన్నని ఒక్కసారి మాట్లాడనివ్వండి,1.0
రామ్ చరణ్ ❤️,1.0
జై ❤️,1.0
జై కన్నడ జై కె జి ఎఫ్ 🟨 జై కర్ణాటక పాన్ ఇండియా అల్ పాన్ యూనివర్స్,1.0
అర్జంట్ గా పోయి టికెట్స్ బుక్ చేస్కోండి,1.0
జై చరణ్,
చరణ్ అన్న సైలెంట్ గా ఎంజాయ్ చేస్తున్నాడు,0.0
,0.0
బాంబే లో ప్రీ రిలీజ్ ఈవెంట్ రీ షూట్ చేసారా,0.0
ఇందులో బెన్ అఫ్లెక్ మరియు సాండ్రా బుల్లక్ మధ్య కెమిస్ట్రీ లేదుసినిమా మరియు అతను తనని ఎందుకు విడిచిపెట్టాలని ఆలోచిస్తున్నాడో నాకు అర్థం కాలేదుఈ కోడిపిల్లకి కాబోయే భార్య అతను పడగొట్టబడ్డాడు,0.0
సినిమాలో చాలా సందర్భాలు ఉండాల్సిన అవసరం లేదుమరియు విపరీతంగా నెమ్మదిగా కదులుతున్నాయి,0.0
ఇది మై బెస్ట్ ఫ్రెండ్స్ వెడ్డింగ్ యొక్క పేలవమైన రీమేక్,0.0
మొత్తం మీద గొప్ప నిరాశ,0.0
ఈ “సినిమా” చేయడానికి నటీనటులు అంగీకరించారని నేను నమ్మలేకపోతున్నాను,0.0
ఐక్యూ పోతుందనే భయంతో నేను చాలా సేపు దాన్ని చూడటానికి కూడా నిలబడలేకపోయాను,0.0
ఈ డ్రిబుల్‌ని ప్రసారం చేసిన నెట్‌వర్క్‌లో ఎవరూ దీన్ని చూడలేదని నేను ఊహిస్తున్నానుపెట్టే ముందు,0.0
రేటింగ్‌లు భయంకరమైన వాటికి తక్కువగా ఉన్నాయి ఇది కొంత ప్రతికూలతను పొందే సమయంఇలాంటి కేసుల కోసం అక్కడ సంఖ్యలు ఉన్నాయి,0.0
నేను నిన్న రాత్రి మిర్రర్‌మాస్క్ చూశాను మరియు అది అసంతృప్తికరమైన అనుభవం,0.0
జై రామ్ చరణ్,0.0
ప్రపంచంలోనే పర్ఫెక్ట్ మూవీ మేకర్,0.0
జై ఎన్టీఆర్,0.0
వెంకీ సినిమా వీడియోలు వేస్తే బాగుండు అనుకున్న లాస్ట్ కి అవే వేసారు,0.0
మేము చాలా ఎంజాయ్ చేసాము సార్ ఇంకా మేము వెళ్లి సినిమా వేడుకలు రెడీ చేసుకుంటాం,0.0
ఎన్టీఆర్ కోసమే,0.0
జై ఎన్టీఆర్ అన్నయ్య ❤️❤️❤️,0.0
మరియు భారతీయ రూలింగ్ సినిమాలు ఆల్ టైమ్,0.0
ఎమ్మా మెమర్స్ హ్యాపీ ఆ 🤣,0.0
జై ఎన్టీఆర్,0.0
ఎన్టీఆర్ అన్న ఎనర్జీ,0.0
జై ఎన్టీఆర్ ❣️❣️,0.0
రియల్ ఎంటర్‌టైనర్‌లు మెమర్‌లు ❤️<>భగవంతుడు వినోదాన్ని పంచేందుకు మరింత శక్తిని ప్రసాదించుగాక ❤️,0.0
జై ఎన్టీఆర్,0.0
నాకు షర్టులు కావాలి,0.0
టీమ్‌కి ఆల్ ది బెస్ట్,0.0
🦁,0.0
రామ్‌చరణ్ మీమ్ మిస్ చేసాడు అలియాతో ఆర్‌సి సిగ్గుపడుతున్నట్లు చిరంజీవి వాయిస్,0.0
జై ఎన్టీఆర్,0.0
జై ఆర్ఆర్ఆర్ ❤️❤️❤️ జై ఎన్టీఆర్ ❤️❤️,0.0
జై ఎన్టీఆర్,
జై ఎన్టీఆర్ ❣️❣️,0.0
జై ఎన్టీఆర్,0.0
రామ్‌చరణ్‌కి అడ్వాన్స్,0.0
జై రామ్ చరణ్,0.0
జై ఎన్టీఆర్ అన్న,0.0
జై రాంచరణ్,0.0
అన్ని ఇంటర్వ్యూలు కన్న సుమ గారివి బాగుంటాయి తెలుగు సినిమా స్థాయిని ఎల్లలు దాటిన రాజమౌళి గారికి ధన్యాదములు జై రాజమౌళి ✊<>,0.0
ఆల్ టైమ్ అభిమానులు ఇక్కడ ఇష్టపడుతున్నారు,0.0
మంచి విజయం సాధించాలని మనస్పూర్తిగా కోరుకుంటున్న,0.0
జై,0.0
జై ఎన్టీఆర్ సినిమా కోసం వెయిటింగ్,0.0
జై ఎన్టీఆర్,0.0
జై ఎన్టీఆర్,0.0
జై ఎన్టీఆర్ ✊,0.0
